New product with product id 3 added to inventory
Current Inventory:
ID	Name	Quantity	Price
1	apple	100	20
2	banana	55	15
3	orange	40	10
ice
1	apple	100	20
2	banana	55	15
apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
1	apple	60	20
2	banana	40	15
